2P%,2PA,3P%,3PA,AGE,APG,AST%,BPG,DRTG,EFG%,FG%,FT%,FTA,GM,GP,GS,MIN%,MPG,ORTG,PLAYER,POS,PPG,PTS,RBD,RPG,SPG,TEAM,TOR,TRB%,TS%,USG%,VI,YEAR
0.438,89.0,0.16,25.0,25,3.6,18.4,0.08,,,,0.743,35.0,,12,,65.5,31.4,,Ramon Sessions,PG,9.7,,,3.0,0.33,Lal,0.145,5.1,0.448,18.2,6.0,2012
0.357,42.0,0.438,32.0,28,1.5,9.7,0.27,,,,0.846,13.0,,11,,54.1,26.2,,Randy Foye,PG,7.5,,,2.0,0.55,Lac,0.131,4.7,0.521,15.3,4.3,2012
0.507,75.0,0.304,92.0,36,1.0,5.0,0.11,,,,0.711,45.0,,18,,69.7,34.0,,Ray Allen,SG,10.7,,,4.1,0.94,Bos,0.083,7.2,0.514,16.3,4.1,2012
0.533,15.0,0.0,0.0,31,0.1,0.8,0.55,,,,0.425,40.0,,11,,36.8,17.8,,Reggie Evans,PF,3.0,,,7.3,0.82,Lac,0.216,25.1,0.506,10.2,2.9,2012
0.422,64.0,0.333,6.0,33,3.0,19.7,0.0,,,,0.818,22.0,,6,,58.9,28.3,,Richard Hamilton,SG,13.0,,,3.2,0.17,Chi,0.091,6.1,0.489,24.0,7.1,2012
0.0,1.0,0.0,1.0,24,1.0,26.5,0.0,,,,0.0,0.0,,2,,12.0,5.8,,Rodrigue Beaubois,PG,0.0,,,0.5,0.0,Dal,0.333,5.2,0.0,12.0,0.0,2012
0.25,16.0,0.0,0.0,26,1.8,16.7,0.2,,,,0.0,3.0,,5,,34.0,16.3,,Ronnie Brewer,SG,1.6,,,3.8,0.8,Chi,0.257,12.7,0.231,13.3,5.4,2012
0.556,18.0,0.0,0.0,29,0.1,1.3,0.67,,,,0.273,11.0,,12,,20.1,9.8,,Ronny Turiaf,C,1.9,,,2.6,0.08,Mia,0.208,15.9,0.504,11.7,3.2,2012
0.495,103.0,1.0,1.0,25,1.1,6.5,3.09,,,,0.667,36.0,,11,,63.5,30.8,,Roy Hibbert,C,11.7,,,11.2,0.36,Ind,0.155,21.1,0.538,19.4,6.8,2012
0.333,6.0,0.4,5.0,30,0.2,8.8,0.0,,,,0.5,2.0,,5,,8.3,4.0,,Royal Ivey,PG,2.2,,,0.6,0.4,Okc,0.078,9.1,0.463,30.5,6.4,2012
0.463,95.0,0.211,19.0,25,1.4,7.3,0.29,,,,0.825,40.0,,7,,81.5,39.7,,Rudy Gay,SF,19.0,,,6.6,1.29,Mem,0.138,10.1,0.505,25.4,5.6,2012
0.465,342.0,0.277,65.0,23,5.9,28.3,0.4,,,,0.802,111.0,,20,,79.4,38.1,,Russell Westbrook,PG,23.1,,,5.5,1.55,Okc,0.09,8.6,0.506,30.8,9.5,2012
0.214,14.0,0.4,30.0,23,0.8,4.3,0.4,,,,0.857,7.0,,5,,69.9,34.3,,Ryan Anderson,PF,9.6,,,4.6,0.6,Orl,0.16,7.7,0.51,16.0,3.8,2012
0.423,26.0,0.0,0.0,27,0.5,7.7,0.47,,,,0.444,9.0,,17,,20.0,9.8,,Ryan Hollins,PF,1.5,,,1.6,0.0,Bos,0.189,9.6,0.434,10.9,4.3,2012
0.0,1.0,0.0,1.0,26,0.0,0.0,0.0,,,,0.0,0.0,,2,,3.8,1.8,,Sam Young,SG,0.0,,,0.0,0.0,Phi,0.0,0.0,0.0,26.5,0.0,2012
0.5,4.0,0.2,5.0,28,0.1,4.3,0.1,,,,0.0,0.0,,10,,7.7,3.8,,Sasha Pavlovic,SF,0.7,,,0.5,0.1,Bos,0.308,7.8,0.389,16.7,3.4,2012
0.535,155.0,0.25,4.0,22,0.6,3.4,2.95,,,,0.722,36.0,,20,,58.9,28.3,,Serge Ibaka,PF,9.8,,,5.8,0.55,Okc,0.059,12.2,0.558,15.4,4.6,2012
0.367,30.0,0.382,110.0,33,1.2,5.4,0.61,,,,0.813,16.0,,23,,68.5,33.2,,Shane Battier,SF,7.1,,,3.2,0.96,Mia,0.098,5.9,0.558,10.2,3.6,2012
0.5,26.0,0.286,14.0,33,1.0,5.4,1.25,,,,0.9,10.0,,4,,72.3,34.7,,Shawn Marion,SF,11.8,,,8.0,0.25,Dal,0.184,13.9,0.529,18.0,5.2,2012
0.466,103.0,0.4,5.0,23,1.6,12.3,0.85,,,,0.731,26.0,,13,,52.8,25.3,,Spencer Hawes,PF,9.3,,,6.6,0.31,Phi,0.156,14.7,0.507,20.5,7.3,2012
0.429,28.0,0.605,43.0,33,1.7,12.2,0.21,,,,0.933,15.0,,14,,44.2,21.2,,Malcolm Lee,SF,8.3,,,2.0,0.64,San,0.188,5.5,0.747,15.0,5.7,2012
0.421,19.0,0.419,43.0,31,2.3,13.8,0.17,,,,0.714,7.0,,12,,52.6,25.3,,Steve Blake,PG,6.3,,,2.8,0.67,Lal,0.187,6.0,0.576,12.0,5.4,2012
0.0,2.0,0.571,7.0,28,0.0,0.0,0.2,,,,0.0,0.0,,5,,39.0,18.7,,Steve Novak,SF,2.4,,,3.0,0.0,Nyk,0.25,9.7,0.667,6.1,0.0,2012
,0.0,0.0,0.0,25,0.0,0.0,0.0,,,,0.0,0.0,,2,,5.1,2.8,,Sean Williams,PF,0.0,,,0.5,0.0,Bos,1.0,10.5,,8.6,0.0,2012
0.457,46.0,0.0,0.0,26,0.7,5.3,1.67,,,,0.682,22.0,,6,,47.4,22.7,,Taj Gibson,PF,9.5,,,6.5,0.67,Chi,0.051,15.6,0.512,20.0,6.2,2012
1.0,1.0,0.0,1.0,24,0.0,0.0,0.0,,,,0.75,4.0,,4,,4.5,2.3,,Terrel Harris,SG,1.3,,,0.8,0.0,Mia,0.0,20.0,0.665,19.7,0.0,2012
0.472,53.0,0.327,49.0,27,1.3,8.6,0.45,,,,0.889,9.0,,20,,46.0,22.1,,Thabo Sefolosha,SG,5.3,,,2.7,1.5,Okc,0.094,7.2,0.5,12.4,4.8,2012
0.429,91.0,0.0,0.0,23,1.2,10.4,0.54,,,,0.71,31.0,,13,,43.9,21.1,,Thaddeus Young,PF,7.7,,,5.2,0.54,Phi,0.125,13.9,0.478,20.9,6.9,2012
0.638,47.0,0.0,0.0,26,0.8,9.9,0.31,,,,0.372,43.0,,13,,26.5,12.7,,Tiago Splitter,C,5.8,,,2.8,0.38,San,0.12,12.7,0.576,21.1,7.4,2012
0.498,203.0,0.0,1.0,35,2.8,14.8,2.07,,,,0.707,58.0,,14,,68.5,32.9,,Tim Duncan,PF,17.4,,,9.4,0.71,San,0.084,16.6,0.529,25.3,9.4,2012
0.48,25.0,0.0,0.0,25,0.4,4.5,0.86,,,,0.5,8.0,,7,,29.1,14.0,,Timofey Mozgov,C,4.0,,,3.3,0.29,Den,0.149,11.9,0.491,15.1,5.0,2012
1.0,1.0,0.0,0.0,25,1.0,23.6,0.0,,,,0.0,0.0,,1,,17.1,8.2,,Toney Douglas,PG,2.0,,,0.0,0.0,Nyk,0.0,0.0,1.0,5.8,0.0,2012
0.45,40.0,0.0,5.0,29,0.7,5.3,1.0,,,,0.706,17.0,,7,,49.4,24.1,,Tony Allen,SG,6.9,,,3.1,1.29,Mem,0.16,8.0,0.457,17.2,4.1,2012
0.466,204.0,0.333,21.0,29,6.8,32.1,0.0,,,,0.807,88.0,,14,,74.9,36.0,,Tony Parker,PG,20.1,,,3.6,0.93,San,0.143,5.8,0.535,28.4,8.8,2012
0.455,22.0,0.0,4.0,32,1.0,12.6,0.33,,,,0.833,6.0,,6,,30.2,14.7,,Tracy McGrady,SG,4.2,,,2.8,0.0,Atl,0.259,11.2,0.436,21.0,6.2,2012
,0.0,1.0,1.0,31,0.0,0.0,0.0,,,,0.0,0.0,,4,,7.1,3.4,,Troy Murphy,PF,0.8,,,0.8,0.0,Lal,0.667,11.9,1.5,10.0,0.0,2012
0.58,81.0,0.321,28.0,24,6.0,30.7,0.14,,,,0.632,19.0,,7,,71.7,34.4,,Ty Lawson,PG,19.0,,,2.6,1.0,Den,0.064,3.8,0.567,22.9,7.8,2012
0.34,50.0,0.0,0.0,25,0.5,6.3,0.27,,,,0.667,21.0,,11,,30.3,14.7,,Tyler Hansbrough,PF,4.4,,,3.2,0.45,Ind,0.119,12.6,0.405,19.3,5.2,2012
0.44,25.0,0.0,0.0,29,0.8,4.2,1.4,,,,0.6,15.0,,5,,69.2,33.2,,Tyson Chandler,C,6.2,,,9.0,1.4,Nyk,0.322,16.5,0.491,13.3,4.3,2012
0.455,88.0,0.0,0.0,31,0.6,4.6,0.27,,,,0.743,35.0,,22,,42.0,20.4,,Udonis Haslem,PF,4.8,,,6.4,0.23,Mia,0.162,19.1,0.513,13.2,5.2,2012
0.29,31.0,0.3,10.0,35,0.3,1.7,0.5,,,,0.75,8.0,,4,,55.3,26.6,,Vince Carter,SG,8.3,,,5.5,1.25,Dal,0.119,12.5,0.371,21.9,3.6,2012
0.0,1.0,0.0,3.0,30,0.5,10.1,0.0,,,,0.0,0.0,,2,,15.0,7.6,,Vladimir Radmanovic,SF,0.0,,,0.5,0.0,Atl,0.0,3.8,0.0,12.7,0.0,2012
0.6,5.0,0.0,0.0,26,0.0,0.0,0.0,,,,0.0,0.0,,1,,10.5,5.6,,Von Wafer,SG,6.0,,,1.0,0.0,Orl,0.167,10.3,0.6,52.6,0.0,2012
0.556,9.0,0.25,4.0,30,0.6,8.8,0.0,,,,0.0,0.0,,5,,25.1,12.3,,Willie Green,SG,2.6,,,1.6,0.0,Atl,0.133,7.6,0.5,11.7,4.4,2012
1.0,1.0,0.0,0.0,24,0.0,0.0,0.0,,,,0.0,0.0,,2,,3.6,1.7,,Xavier Silas,SG,1.0,,,1.0,0.0,Phi,0.0,32.2,1.0,13.7,0.0,2012
0.5,2.0,0.0,1.0,24,0.0,0.0,0.0,,,,0.0,1.0,,1,,9.4,4.5,,Yi Jianlian,PF,2.0,,,2.0,1.0,Dal,0.0,26.6,0.291,35.0,0.0,2012
0.44,84.0,0.0,4.0,30,0.9,4.7,0.57,,,,0.629,35.0,,7,,72.3,35.2,,Zach Randolph,PF,13.7,,,9.9,1.0,Mem,0.096,17.1,0.464,21.5,5.6,2012
0.543,105.0,0.0,0.0,23,0.8,4.6,1.4,,,,0.833,36.0,,10,,66.2,31.8,,Andrew Bynum,C,14.4,,,9.6,0.5,Lal,0.142,18.9,0.596,21.0,6.0,2011
0.692,13.0,0.0,0.0,25,0.3,4.0,0.33,,,,0.375,8.0,,6,,29.9,14.4,,Aaron Gray,C,3.5,,,3.5,0.33,Nor,0.232,15.7,0.636,12.5,4.3,2011
0.417,12.0,0.5,10.0,30,1.0,13.6,0.0,,,,0.75,4.0,,5,,28.8,13.8,,Al Harrington,PF,5.6,,,1.4,0.6,Den,0.144,5.6,0.589,18.4,5.8,2011
0.43,135.0,0.0,2.0,24,3.5,16.1,1.08,,,,0.769,26.0,,12,,80.8,38.8,,Al Horford,C,11.3,,,9.6,0.42,Atl,0.103,15.0,0.458,17.4,7.5,2011
0.5,38.0,0.214,14.0,27,6.8,32.2,0.4,,,,0.714,14.0,,5,,75.5,36.2,,Andre Iguodala,SG,11.4,,,7.0,1.0,Phi,0.194,10.6,0.49,19.1,9.0,2011
0.417,36.0,0.0,0.0,36,1.3,9.5,0.83,,,,0.571,7.0,,6,,49.3,24.1,,Antonio McDyess,PF,5.7,,,5.0,0.33,San,0.152,12.1,0.435,15.0,5.5,2011
0.509,57.0,0.4,10.0,34,5.5,33.0,0.0,,,,0.792,24.0,,6,,66.9,32.1,,Andre Miller,PG,14.8,,,3.2,0.33,Por,0.144,6.2,0.574,24.0,8.0,2011
0.316,19.0,0.438,16.0,24,1.2,14.6,0.0,,,,0.9,10.0,,5,,33.0,15.8,,A.J. Price,PG,8.4,,,1.4,0.6,Ind,0.151,5.0,0.533,26.5,6.1,2011
0.421,38.0,0.0,0.0,25,0.3,2.7,0.83,,,,0.923,13.0,,6,,48.0,23.1,,Brandon Bass,PF,7.3,,,4.2,0.5,Orl,0.138,10.7,0.503,17.4,3.6,2011
0.581,31.0,0.0,0.0,31,0.2,2.3,1.0,,,,0.465,43.0,,18,,31.3,15.1,,Brendan Haywood,C,3.1,,,4.1,0.11,Dal,0.207,16.6,0.561,11.3,3.6,2011
0.6,30.0,0.286,14.0,26,2.8,23.5,0.0,,,,0.615,13.0,,6,,47.5,22.8,,Brandon Roy,SG,9.3,,,2.2,0.17,Por,0.074,6.0,0.563,20.0,6.8,2011
0.333,9.0,0.75,4.0,25,0.6,9.6,0.2,,,,0.5,2.0,,5,,22.6,10.9,,Brandon Rush,SG,3.2,,,1.4,0.2,Ind,0.067,7.3,0.576,12.4,5.1,2011
0.636,11.0,0.0,0.0,32,0.6,7.1,1.4,,,,0.714,14.0,,5,,30.1,14.4,,Chris Andersen,C,4.8,,,2.8,0.6,Den,0.149,10.8,0.699,12.8,5.6,2011
0.435,177.0,0.0,1.0,29,1.8,10.1,0.44,,,,0.8,60.0,,16,,65.2,31.5,,Carlos Boozer,PF,12.6,,,9.7,0.56,Chi,0.12,18.3,0.494,21.3,7.7,2011
0.479,288.0,0.0,4.0,26,1.1,5.5,0.9,,,,0.814,140.0,,21,,81.5,39.5,,Chris Bosh,PF,18.6,,,8.5,0.71,Mia,0.102,13.0,0.551,23.1,5.7,2011
0.456,68.0,0.0,0.0,27,1.0,5.3,0.5,,,,0.917,36.0,,6,,73.5,35.3,,Carl Landry,PF,15.8,,,5.0,0.67,Nor,0.125,9.2,0.567,22.6,4.9,2011
0.569,58.0,0.474,19.0,25,11.5,53.8,0.0,,,,0.796,49.0,,6,,86.4,41.5,,Chris Paul,PG,22.0,,,6.7,1.83,Nor,0.182,10.4,0.67,24.2,11.5,2011
0.39,41.0,0.2,15.0,26,1.9,41.4,0.0,,,,0.909,11.0,,16,,17.3,8.3,,C.J. Watson,PG,3.2,,,0.9,0.5,Chi,0.218,6.3,0.419,27.0,8.5,2011
0.452,84.0,1.0,1.0,22,0.5,6.6,0.92,,,,0.765,17.0,,13,,30.5,15.2,,Darrell Arthur,PF,7.1,,,2.2,0.54,Mem,0.115,8.4,0.497,24.1,5.2,2011
0.35,40.0,0.667,6.0,23,4.0,24.7,0.4,,,,0.636,11.0,,5,,60.3,28.9,,Darren Collison,PG,9.4,,,2.6,1.0,Ind,0.15,5.1,0.462,18.7,6.4,2011
0.6,10.0,0.348,46.0,23,0.1,0.9,0.0,,,,1.0,4.0,,17,,22.8,11.3,,Daequan Cook,SG,3.8,,,1.6,0.18,Okc,0.108,8.1,0.554,15.3,3.0,2011
0.44,50.0,0.412,17.0,36,3.6,17.6,0.2,,,,0.81,21.0,,10,,67.4,32.3,,Derek Fisher,PG,8.2,,,2.7,1.4,Lal,0.095,5.2,0.538,12.4,5.3,2011
0.414,29.0,0.467,15.0,22,2.0,12.5,0.0,,,,0.714,21.0,,5,,60.9,29.2,,Danilo Gallinari,SF,12.0,,,3.4,0.8,Den,0.116,6.5,0.563,18.8,5.9,2011
0.522,67.0,0.348,23.0,27,3.2,19.7,0.2,,,,0.875,16.0,,5,,75.9,36.4,,Danny Granger,SF,21.6,,,5.6,1.2,Ind,0.067,8.7,0.556,25.8,8.0,2011
0.638,80.0,0.0,1.0,25,0.5,2.6,1.83,,,,0.682,88.0,,6,,89.1,42.8,,Dwight Howard,C,27.0,,,15.5,0.67,Orl,0.216,21.5,0.677,28.3,5.5,2011
0.488,346.0,0.46,50.0,32,2.5,13.4,0.62,,,,0.941,186.0,,21,,81.1,39.1,,Dirk Nowitzki,PF,27.7,,,8.1,0.57,Dal,0.12,12.9,0.609,32.2,8.4,2011
0.451,275.0,0.248,101.0,22,7.6,39.6,0.69,,,,0.828,134.0,,16,,83.6,40.4,,Derrick Rose,PG,27.1,,,4.3,1.38,Chi,0.119,6.4,0.499,35.4,9.5,2011
0.133,15.0,0.397,68.0,29,0.6,5.8,0.1,,,,0.75,12.0,,21,,32.4,15.6,,DeShawn Stevenson,SG,4.5,,,0.9,0.52,Dal,0.102,3.6,0.532,14.6,3.4,2011
0.52,321.0,0.269,52.0,29,4.4,24.6,1.33,,,,0.777,179.0,,21,,81.0,39.3,,Dwyane Wade,SG,24.5,,,7.1,1.62,Mia,0.124,11.0,0.57,30.5,9.3,2011
0.536,28.0,0.368,19.0,27,1.3,11.8,0.0,,,,0.8,10.0,,9,,38.5,18.7,,Delonte West,SG,6.6,,,1.9,0.56,Bos,0.189,6.2,0.574,18.1,5.4,2011
0.548,62.0,0.0,0.0,31,0.6,3.1,1.2,,,,0.769,13.0,,5,,76.6,36.8,,Elton Brand,PF,15.6,,,8.4,0.4,Phi,0.056,12.5,0.576,18.7,4.7,2011
0.143,7.0,0.3,10.0,32,0.1,3.7,0.0,,,,0.0,0.0,,7,,13.4,6.6,,Eddie House,SG,1.6,,,0.7,0.57,Mia,0.19,6.6,0.324,22.2,2.9,2011
0.385,52.0,0.36,25.0,23,2.2,29.4,0.0,,,,0.789,19.0,,17,,25.8,12.8,,Eric Maynor,PG,4.8,,,1.3,0.53,Okc,0.158,5.8,0.48,21.2,7.5,2011
0.645,31.0,0.0,0.0,28,0.0,0.0,1.0,,,,0.364,11.0,,6,,64.7,31.0,,Emeka Okafor,C,7.3,,,5.5,1.0,Nor,0.251,11.4,0.614,12.8,0.0,2011
0.394,33.0,0.8,5.0,22,0.8,8.0,0.2,,,,1.0,2.0,,5,,39.7,19.1,,Evan Turner,SG,8.0,,,4.6,0.6,Phi,0.0,13.2,0.514,19.6,6.5,2011
0.5,30.0,0.25,12.0,28,2.4,35.2,0.2,,,,0.667,6.0,,5,,33.6,16.1,,Gilbert Arenas,PG,8.6,,,2.8,0.2,Orl,0.118,10.3,0.482,29.9,9.6,2011
0.4,45.0,0.0,1.0,25,0.9,6.6,0.0,,,,0.727,11.0,,9,,43.3,21.0,,Glen Davis,PF,4.9,,,3.6,0.33,Bos,0.15,10.3,0.433,15.1,4.8,2011
0.457,35.0,0.267,15.0,24,2.3,12.8,0.33,,,,0.867,30.0,,6,,64.2,31.3,,George Hill,PG,11.7,,,5.0,1.5,San,0.112,9.3,0.554,17.8,6.5,2011
0.444,27.0,0.263,19.0,26,0.8,8.5,0.17,,,,1.0,7.0,,6,,37.4,18.3,,Gary Neal,PG,7.7,,,3.0,0.17,San,0.039,9.5,0.469,21.9,5.8,2011
0.567,30.0,0.364,11.0,23,1.9,31.1,0.15,,,,0.769,13.0,,13,,21.3,10.6,,Greivis Vasquez,SG,4.3,,,1.5,0.38,Mem,0.162,7.9,0.599,18.4,8.7,2011
0.54,50.0,0.176,17.0,28,2.8,13.6,0.5,,,,0.875,32.0,,6,,77.8,37.4,,Gerald Wallace,SF,15.2,,,9.2,1.33,Por,0.156,15.5,0.561,21.9,7.8,2011
0.342,38.0,0.233,30.0,31,3.7,19.3,0.17,,,,0.571,14.0,,6,,72.2,34.7,,Hedo Turkoglu,SF,9.2,,,3.2,1.33,Orl,0.086,5.4,0.371,18.6,5.5,2011
0.367,49.0,0.0,0.0,28,0.5,2.7,1.81,,,,0.71,31.0,,21,,56.0,27.1,,Joel Anthony,C,2.8,,,4.6,0.38,Mia,0.172,10.3,0.463,6.5,2.7,2011
0.459,122.0,0.32,50.0,26,3.4,34.7,0.0,,,,0.794,34.0,,21,,38.2,18.4,,Jose Barea,PG,8.9,,,1.9,0.29,Dal,0.11,6.2,0.5,26.5,8.4,2011
0.643,14.0,0.0,0.0,31,0.1,1.0,0.33,,,,0.375,8.0,,12,,27.0,12.9,,Jason Collins,C,1.8,,,1.4,0.42,Atl,0.222,6.6,0.599,7.1,2.0,2011
0.421,95.0,0.35,60.0,30,2.5,16.5,0.33,,,,0.824,51.0,,12,,61.6,29.6,,Jamal Crawford,SG,15.4,,,1.3,0.75,Atl,0.083,2.7,0.521,26.7,5.0,2011
0.583,12.0,0.0,0.0,33,0.8,7.1,0.8,,,,0.375,8.0,,5,,38.5,18.5,,Jeff Foster,C,3.4,,,4.8,0.4,Ind,0.244,14.7,0.548,10.1,5.1,2011
0.432,37.0,0.438,16.0,24,0.2,2.0,0.44,,,,0.722,18.0,,9,,39.0,18.9,,Jeff Green,PF,7.3,,,2.7,0.56,Bos,0.165,8.6,0.542,20.5,3.3,2011
0.683,63.0,0.303,76.0,23,3.6,19.4,0.76,,,,0.825,80.0,,17,,63.4,31.4,,James Harden,SG,13.0,,,5.4,1.24,Okc,0.138,9.8,0.634,17.2,8.1,2011
0.351,37.0,0.524,21.0,20,5.6,26.0,0.4,,,,0.8,15.0,,5,,78.0,37.4,,Jrue Holiday,PG,14.2,,,3.8,2.0,Phi,0.146,5.5,0.55,19.4,7.2,2011
0.414,29.0,0.0,5.0,27,2.2,20.6,0.17,,,,0.688,16.0,,6,,38.1,18.3,,Jarrett Jack,PG,5.8,,,2.5,0.17,Nor,0.163,8.8,0.426,22.4,6.9,2011
0.442,156.0,0.429,42.0,29,3.3,15.9,0.08,,,,0.81,42.0,,12,,85.8,41.2,,Joe Johnson,SG,18.8,,,4.6,1.08,Atl,0.125,6.7,0.522,24.6,6.4,2011
0.5,14.0,0.459,37.0,30,0.2,1.3,0.17,,,,1.0,13.0,,12,,45.9,22.4,,James Jones,SG,6.5,,,2.5,0.5,Mia,0.066,6.8,0.688,11.0,2.6,2011
0.457,46.0,0.374,115.0,37,7.3,32.9,0.48,,,,0.8,30.0,,21,,73.0,35.2,,Jason Kidd,PG,9.3,,,4.5,1.9,Dal,0.243,7.9,0.56,15.2,7.7,2011
0.348,23.0,0.0,1.0,23,1.2,13.4,0.2,,,,0.818,11.0,,5,,32.2,15.5,,Josh McRoberts,PF,5.0,,,3.6,0.8,Ind,0.148,13.2,0.433,19.8,7.2,2011
0.385,13.0,0.444,18.0,23,0.8,5.4,0.0,,,,0.833,6.0,,5,,51.5,24.7,,Jodie Meeks,SG,7.8,,,2.0,0.6,Phi,0.056,4.4,0.58,13.9,3.8,2011
0.446,56.0,0.231,26.0,28,5.0,27.8,0.0,,,,0.786,14.0,,6,,74.7,35.8,,Jameer Nelson,PG,13.2,,,4.2,2.0,Orl,0.083,6.9,0.448,21.3,7.3,2011
0.411,124.0,0.0,0.0,25,2.6,12.8,2.06,,,,0.725,51.0,,16,,68.1,32.9,,Joakim Noah,C,8.7,,,10.2,1.0,Chi,0.115,18.5,0.475,14.6,7.5,2011
0.488,43.0,0.0,0.0,32,0.9,6.5,1.78,,,,0.909,11.0,,9,,44.7,21.7,,Jermaine O'Neal,C,5.8,,,4.2,0.22,Bos,0.143,11.9,0.543,13.7,5.2,2011
0.519,27.0,0.067,15.0,26,1.0,9.7,0.17,,,,0.75,12.0,,6,,41.4,19.9,,J.J. Redick,SG,6.7,,,1.8,0.17,Orl,0.129,5.5,0.423,21.6,4.6,2011
0.346,26.0,0.32,25.0,29,1.2,7.4,0.4,,,,1.0,8.0,,5,,63.5,30.5,,Jason Richardson,SG,10.0,,,4.0,0.6,Orl,0.052,7.8,0.459,18.0,4.8,2011
0.449,147.0,0.125,24.0,24,2.9,15.3,1.83,,,,0.597,67.0,,12,,75.6,36.3,,Josh Smith,PF,15.1,,,8.5,1.08,Atl,0.115,14.2,0.451,25.5,7.9,2011
0.292,24.0,0.429,21.0,25,1.0,14.2,0.0,,,,0.727,11.0,,5,,31.4,15.1,,J.R. Smith,SG,9.8,,,2.0,0.4,Den,0.138,7.4,0.492,35.0,7.1,2011
0.5,14.0,0.0,0.0,24,0.2,3.4,0.0,,,,0.0,0.0,,5,,22.1,10.6,,Jason Smith,PF,2.8,,,1.4,0.4,Nor,0.0,8.5,0.5,13.2,3.5,2011
0.554,65.0,0.143,7.0,22,3.5,22.4,0.38,,,,0.826,23.0,,8,,61.6,29.6,,Jeff Teague,PG,11.8,,,2.1,0.75,Atl,0.089,4.4,0.572,18.7,6.0,2011
0.497,173.0,0.442,95.0,33,3.2,18.7,0.14,,,,0.843,83.0,,21,,67.1,32.4,,Jason Terry,SG,17.5,,,1.9,1.24,Dal,0.095,3.6,0.604,24.1,5.9,2011
0.3,10.0,0.424,59.0,30,0.8,6.4,0.19,,,,0.25,4.0,,16,,39.4,19.0,,Keith Bogans,SG,5.1,,,1.3,0.63,Chi,0.09,3.9,0.579,11.8,3.7,2011
0.49,145.0,0.293,41.0,32,3.3,19.2,0.3,,,,0.82,61.0,,10,,73.5,35.3,,Kobe Bryant,SG,22.8,,,3.4,1.6,Lal,0.127,6.0,0.536,32.8,7.2,2011
0.5,236.0,0.339,109.0,22,2.8,13.4,1.12,,,,0.838,167.0,,17,,85.3,42.2,,Kevin Durant,SF,28.6,,,8.2,0.94,Okc,0.091,11.1,0.582,29.1,8.2,2011
0.444,126.0,0.0,1.0,34,2.6,12.5,1.0,,,,0.759,29.0,,9,,74.6,36.2,,Kevin Garnett,PF,14.9,,,10.9,1.89,Bos,0.12,18.4,0.479,23.3,8.3,2011
0.545,33.0,0.421,19.0,30,2.7,17.4,0.33,,,,1.0,1.0,,6,,59.7,28.7,,Kirk Hinrich,PG,10.2,,,2.3,1.17,Atl,0.071,4.9,0.582,16.1,5.6,2011
0.348,46.0,0.423,52.0,29,1.1,11.7,0.19,,,,1.0,7.0,,16,,35.3,17.1,,Kyle Korver,SG,6.6,,,1.2,0.5,Chi,0.137,4.1,0.519,19.9,4.8,2011
0.48,50.0,0.0,0.0,32,1.6,10.5,0.4,,,,0.611,18.0,,5,,61.5,29.5,,Kenyon Martin,PF,11.8,,,7.8,0.4,Den,0.108,14.7,0.509,20.1,7.2,2011
0.453,64.0,0.0,0.0,26,0.8,4.2,0.76,,,,0.576,33.0,,17,,56.5,28.0,,Kendrick Perkins,C,4.5,,,6.1,0.24,Okc,0.256,12.5,0.49,10.1,4.0,2011
0.625,16.0,0.0,2.0,33,0.4,7.3,0.43,,,,0.0,0.0,,7,,21.4,10.4,,Kenny Thomas,PF,2.9,,,2.7,0.14,Chi,0.143,15.5,0.556,13.4,5.6,2011
0.461,115.0,0.0,0.0,25,1.3,6.4,1.67,,,,0.792,24.0,,6,,89.0,42.7,,LaMarcus Aldridge,PF,20.8,,,7.5,1.33,Por,0.067,11.1,0.498,26.8,5.5,2011
0.469,162.0,0.324,68.0,25,2.7,11.2,0.63,,,,0.839,62.0,,16,,88.5,42.8,,Luol Deng,SF,16.9,,,6.6,1.5,Chi,0.092,9.2,0.525,19.2,6.3,2011
0.5,288.0,0.353,85.0,26,5.9,27.8,1.24,,,,0.763,156.0,,21,,90.1,43.7,,LeBron James,SF,23.7,,,8.4,1.67,Mia,0.13,11.6,0.563,27.0,9.7,2011
0.526,78.0,0.2,20.0,31,2.1,13.1,0.4,,,,0.711,38.0,,10,,59.1,28.4,,Lamar Odom,PF,12.1,,,6.5,0.2,Lal,0.116,14.3,0.527,21.7,7.7,2011
0.344,32.0,0.3,20.0,24,3.0,20.4,0.0,,,,0.737,19.0,,5,,53.6,25.7,,Lou Williams,PG,10.8,,,1.6,1.0,Phi,0.062,3.4,0.447,24.1,5.8,2011
0.5,26.0,0.167,12.0,30,0.5,6.4,0.2,,,,0.571,7.0,,10,,27.0,12.9,,Matt Barnes,SF,3.6,,,2.8,0.7,Lal,0.127,13.5,0.438,17.3,5.3,2011
0.405,37.0,0.308,26.0,24,0.7,4.2,0.0,,,,1.0,4.0,,6,,59.8,28.7,,Marco Belinelli,SG,9.7,,,0.8,0.83,Nor,0.058,1.9,0.448,20.0,2.4,2011
0.333,30.0,0.258,66.0,32,1.2,9.2,0.3,,,,0.5,4.0,,20,,42.3,20.5,,Mike Bibby,PG,3.7,,,1.8,0.55,Mia,0.148,5.3,0.373,13.6,3.9,2011
